"Actual","Predicted"
59,234.663925039292
308,299.879492511711
336,299.022437804147
1,20.8592330179996
299,155.867554022518
460,254.397566259142
580,550.957969645098
479,536.908641233762
74,100.528593771566
317,313.357790366058
432,473.187188791073
340,335.982904253694
413,422.244847091654
395,391.260918054004
190,322.015242930868
389,371.852072064633
340,333.873220892573
468,433.157559772965
465,449.461867713763
411,407.230454674602
401,386.289385243704
85,114.51316271086
334,179.339215424007
649,607.073364849957
343,343.835751458355
321,297.856791283472
122,149.590980998067
387,378.247529519204
748,717.722273862349
346,421.571012955124
408,426.324419504968
426,412.72369438455
571,532.490008250401
546,491.405864145654
413,400.180677470147
385,343.228821019455
536,518.149340991378
574,537.094414794253
710,249.199940021712
377,357.619391159957
384,395.807173601873
45,81.622176686804
213,232.386214835232
53,78.7673372751363
325,369.874767925486
329,308.329813239232
643,614.21257814221
672,584.291699635192
527,501.544306914622
468,451.55137708979
12,26.2960881723426
228,328.882512116907
605,569.404219774666
246,73.2611144974623
426,412.72369438455
460,447.201606205587
127,703.485811238464
766,464.573051016336
327,328.474342627192
311,250.781353144564
454,433.34173215249
195,223.488645786007
480,479.143755277746
14,47.8696896318932
19,55.6081954064058
581,551.52615221415
347,342.968536812143
68,99.1194044334819
14,47.9023464884834
115,85.0417482927413
542,519.534849048968
750,704.323514670633
713,658.307026436277
333,331.866799284448
505,598.229018370432
426,422.162595644142
139,162.608616026659
426,412.72369438455
511,488.089651793514
66,333.378593659974
468,452.296285046996
7,54.8704295220571
596,573.70033648964
235,251.863519149982
416,404.541674957756
278,132.026654459083
351,354.544511863004
397,143.075258821451
375,368.451472847325
750,705.97058981848
276,280.968171122586
52,62.4656523726178
458,441.802109919874
502,483.913631013053
354,343.117156795625
215,201.497199935542
642,583.487235888232
408,339.797598010805
515,496.810221326256
449,274.149204993335
140,323.387745705187
226,244.150798050334
21,58.212161191801
61,83.6642124464547
604,578.689959796312
449,432.771938705608
261,266.706593209983
223,220.88940457875
85,162.046826178204
18,54.9130546773521
589,695.617023188808
426,412.72369438455
92,143.042019297609
372,366.128943271381
60,83.5436813481545
672,604.769490708433
397,395.076852121855
489,445.202297193804
671,353.937897777844
354,345.48461751423
507,486.829932604092
697,603.577239842699
129,154.75069482918
365,358.880545944584
377,366.55969216377
659,576.89614399232
449,432.598786803926
518,476.542112996464
659,618.330647859958
281,296.328488779381
353,279.663944859362
426,412.72369438455
501,480.938668504339
326,326.489041584537
449,432.586538272154
271,275.64585745654
738,678.093650876962
712,677.622861207421
77,134.169044640092
357,359.814313159989
17,51.3688646951498
427,289.246619881439
551,525.649598614443
537,509.2011127954
440,398.683987854744
175,196.767133931241
433,419.636477217422
468,451.039887014616
336,341.818407538946
365,356.675158077421
468,451.039887014616
631,609.984070629516
217,207.097389621646
450,432.902142197277
70,119.850826399634
635,558.400875456692
433,419.636477217422
490,475.150120929189
657,622.524126145823
565,519.371159956397
523,705.482222429953
255,97.4677699284647
215,150.44051565407
389,397.969007632916
77,95.8695087219689
267,258.026854617675
574,514.289325932908
14,49.2523890947054
155,174.6035455928
101,387.549685244525
724,684.996637140456
295,273.178015500875
122,149.590980998067
625,589.012447001179
399,333.930870683136
431,359.515647932253
598,57.5756994698031
234,238.644609856388
468,452.334901031268
718,585.100502348009
328,460.026373650703
14,49.2523890947054
346,384.924580084421
582,538.184813514218
