"Actual","Predicted"
424,449.239603960396
55,81.4050104384134
370,303.006321112516
406,373.895863052782
426,449.239603960396
319,303.006321112516
43,81.4050104384134
64,81.4050104384134
412,373.895863052782
562,542.056880733945
553,542.056880733945
410,373.895863052782
462,449.239603960396
53,81.4050104384134
72,81.4050104384134
468,449.239603960396
450,373.895863052782
271,303.006321112516
14,81.4050104384134
735,656.811494252874
511,449.239603960396
458,373.895863052782
20,81.4050104384134
589,656.811494252874
52,81.4050104384134
254,81.4050104384134
451,373.895863052782
718,542.056880733945
163,214.438061041293
384,373.895863052782
287,303.006321112516
83,81.4050104384134
300,303.006321112516
375,373.895863052782
227,214.438061041293
663,656.811494252874
373,373.895863052782
51,81.4050104384134
429,449.239603960396
440,373.895863052782
699,656.811494252874
276,303.006321112516
407,373.895863052782
402,373.895863052782
43,81.4050104384134
73,81.4050104384134
581,542.056880733945
308,303.006321112516
256,214.438061041293
326,303.006321112516
20,81.4050104384134
347,373.895863052782
136,81.4050104384134
380,303.006321112516
657,656.811494252874
48,81.4050104384134
373,303.006321112516
631,656.811494252874
548,542.056880733945
563,542.056880733945
153,214.438061041293
468,449.239603960396
364,373.895863052782
433,449.239603960396
285,303.006321112516
365,373.895863052782
381,373.895863052782
324,303.006321112516
408,449.239603960396
489,449.239603960396
14,81.4050104384134
501,449.239603960396
344,373.895863052782
436,449.239603960396
83,81.4050104384134
458,449.239603960396
522,449.239603960396
123,81.4050104384134
335,81.4050104384134
593,303.006321112516
581,542.056880733945
361,373.895863052782
510,214.438061041293
764,656.811494252874
44,81.4050104384134
367,303.006321112516
367,373.895863052782
51,81.4050104384134
416,449.239603960396
518,449.239603960396
256,214.438061041293
339,373.895863052782
43,81.4050104384134
384,373.895863052782
341,373.895863052782
14,81.4050104384134
433,449.239603960396
465,449.239603960396
172,303.006321112516
494,449.239603960396
316,303.006321112516
662,656.811494252874
131,81.4050104384134
44,81.4050104384134
746,656.811494252874
276,303.006321112516
426,449.239603960396
148,214.438061041293
528,542.056880733945
591,449.239603960396
179,214.438061041293
75,81.4050104384134
336,303.006321112516
462,449.239603960396
238,214.438061041293
293,303.006321112516
267,214.438061041293
454,214.438061041293
353,373.895863052782
415,373.895863052782
189,214.438061041293
521,449.239603960396
528,542.056880733945
390,542.056880733945
377,373.895863052782
1,303.006321112516
336,303.006321112516
372,373.895863052782
295,303.006321112516
519,542.056880733945
547,542.056880733945
12,81.4050104384134
301,449.239603960396
127,303.006321112516
17,81.4050104384134
468,449.239603960396
428,373.895863052782
7,81.4050104384134
433,449.239603960396
